This file contains run/runlet list for all the slugs in run1 after 25 %
mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and slug=42 and runlet.full_run='false' order by runlet.run_number, segment_number;
+------------+----------------+
| run_number | segment_number |
|      10178 |              2 | 
|      10178 |              3 | 
|      10178 |              4 | 
|      10178 |              5 | 
|      10178 |              6 | 
|      10178 |              7 | 
|      10178 |              8 | 
|      10178 |              9 | 
|      10179 |              0 | 
|      10179 |              1 | 
|      10179 |              2 | 
|      10179 |              3 | 
|      10179 |              4 | 
|      10179 |              5 | 
|      10179 |              6 | 
|      10179 |              7 | 
|      10179 |              8 | 
|      10179 |              9 | 
|      10180 |              0 | 
|      10180 |              1 | 
|      10180 |              2 | 
|      10180 |              3 | 
|      10180 |              4 | 
|      10180 |              5 | 
|      10180 |              6 | 
|      10180 |              7 | 
|      10180 |              8 | 
|      10180 |              9 | 
|      10181 |              0 | 
|      10181 |              1 | 
|      10181 |              2 | 
|      10181 |              3 | 
|      10181 |              4 | 
|      10181 |              5 | 
|      10181 |              6 | 
|      10181 |              7 | 
|      10181 |              8 | 
|      10181 |              9 | 
|      10182 |              0 | 
|      10183 |              0 | 
|      10183 |              1 | 
|      10183 |              2 | 
|      10183 |              3 | 
|      10183 |              4 | 
|      10183 |              5 | 
|      10183 |              6 | 
|      10183 |              7 | 
|      10183 |              8 | 
|      10183 |              9 | 
|      10184 |              0 | 
|      10184 |              1 | 
|      10184 |              2 | 
|      10184 |              3 | 
|      10185 |              0 | 
|      10185 |              1 | 
|      10185 |              2 | 
|      10185 |              3 | 
|      10185 |              4 | 
|      10185 |              5 | 
|      10185 |              6 | 
|      10185 |              7 | 
|      10185 |              8 | 
|      10185 |              9 | 
|      10186 |              0 | 
|      10186 |              1 | 
|      10186 |              2 | 
|      10186 |              3 | 
+------------+----------------+
83 rows in set (0.41 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=59;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10188 |              0 | 
|      10188 |              1 | 
|      10188 |              2 | 
|      10188 |              3 | 
|      10188 |              4 | 
|      10188 |              5 | 
|      10188 |              6 | 
|      10188 |              7 | 
|      10188 |              8 | 
|      10188 |              9 | 
|      10188 |             10 | 
|      10189 |              0 | 
|      10189 |              1 | 
|      10190 |              0 | 
|      10190 |              1 | 
|      10191 |              0 | 
|      10192 |              0 | 
|      10194 |              0 | 
|      10194 |              1 | 
|      10194 |              2 | 
|      10194 |              3 | 
|      10194 |              4 | 
|      10194 |              5 | 
|      10194 |              6 | 
|      10194 |              7 | 
|      10194 |              8 | 
|      10195 |              0 | 
|      10195 |              1 | 
|      10195 |              2 | 
|      10196 |              0 | 
|      10196 |              1 | 
|      10196 |              2 | 
|      10196 |              3 | 
|      10196 |              4 | 
|      10196 |              5 | 
|      10196 |              6 | 
|      10196 |              7 | 
|      10196 |              8 | 
|      10196 |              9 | 
|      10197 |              0 | 
|      10197 |              1 | 
|      10197 |              2 | 
|      10197 |              3 | 
|      10197 |              4 | 
|      10197 |              5 | 
|      10197 |              6 | 
|      10197 |              7 | 
|      10197 |              8 | 
|      10197 |              9 | 
|      10197 |             10 | 
|      10198 |              0 | 
|      10198 |              1 | 
|      10198 |              2 | 
|      10198 |              3 | 
|      10198 |              4 | 
|      10198 |              5 | 
|      10198 |              6 | 
|      10198 |              7 | 
|      10198 |              8 | 
|      10198 |              9 | 
|      10198 |             10 | 
|      10198 |             11 | 
|      10199 |              0 | 
|      10199 |              1 | 
|      10199 |              2 | 
|      10199 |              3 | 
|      10199 |              4 | 
|      10199 |              5 | 
|      10199 |              6 | 
|      10199 |              7 | 
|      10199 |              8 | 
|      10199 |              9 | 
|      10200 |              0 | 
|      10200 |              1 | 
|      10200 |              2 | 
|      10200 |              3 | 
|      10200 |              4 | 
|      10200 |              5 | 
|      10200 |              6 | 
|      10200 |              7 | 
|      10200 |              8 | 
|      10200 |              9 | 
|      10201 |              0 | 
|      10202 |              0 | 
|      10202 |              1 | 
|      10202 |              2 | 
|      10202 |              3 | 
|      10202 |              4 | 
|      10202 |              5 | 
|      10202 |              6 | 
|      10202 |              7 | 
|      10202 |              8 | 
|      10203 |              0 | 
|      10203 |              1 | 
|      10203 |              2 | 
|      10203 |              3 | 
|      10204 |              0 | 
|      10205 |              0 | 
+------------+----------------+
98 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=60;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10206 |              0 | 
|      10206 |              1 | 
|      10206 |              2 | 
|      10207 |              0 | 
|      10207 |              1 | 
|      10207 |              2 | 
|      10207 |              3 | 
|      10207 |              4 | 
|      10207 |              5 | 
|      10207 |              6 | 
|      10207 |              7 | 
|      10207 |              8 | 
|      10208 |              0 | 
|      10208 |              1 | 
|      10208 |              2 | 
|      10208 |              3 | 
|      10208 |              4 | 
|      10208 |              5 | 
|      10208 |              6 | 
|      10208 |              7 | 
|      10208 |              8 | 
|      10209 |              0 | 
|      10209 |              1 | 
|      10209 |              2 | 
|      10209 |              3 | 
|      10209 |              4 | 
|      10209 |              5 | 
|      10209 |              6 | 
|      10209 |              7 | 
|      10209 |              8 | 
|      10209 |              9 | 
|      10210 |              0 | 
|      10210 |              1 | 
|      10210 |              2 | 
|      10210 |              3 | 
|      10210 |              4 | 
|      10210 |              5 | 
|      10210 |              6 | 
|      10210 |              7 | 
|      10210 |              8 | 
|      10211 |              0 | 
|      10211 |              1 | 
|      10211 |              2 | 
|      10211 |              3 | 
|      10211 |              4 | 
|      10211 |              5 | 
|      10211 |              6 | 
|      10211 |              7 | 
|      10211 |              8 | 
|      10211 |              9 | 
|      10212 |              0 | 
|      10212 |              1 | 
|      10212 |              2 | 
|      10212 |              3 | 
|      10212 |              4 | 
|      10212 |              5 | 
|      10212 |              6 | 
|      10212 |              7 | 
|      10212 |              8 | 
|      10213 |              0 | 
|      10213 |              1 | 
|      10213 |              2 | 
|      10213 |              3 | 
|      10213 |              4 | 
|      10213 |              5 | 
|      10213 |              6 | 
|      10213 |              7 | 
|      10213 |              8 | 
|      10213 |              9 | 
|      10214 |              0 | 
|      10214 |              1 | 
|      10214 |              2 | 
|      10214 |              3 | 
|      10214 |              4 | 
|      10214 |              5 | 
|      10214 |              6 | 
|      10214 |              7 | 
|      10214 |              8 | 
+------------+----------------+
78 rows in set (0.02 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=61;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10215 |              0 | 
|      10215 |              1 | 
|      10216 |              0 | 
|      10216 |              1 | 
|      10216 |              2 | 
|      10216 |              3 | 
|      10216 |              4 | 
|      10216 |              5 | 
|      10216 |              6 | 
|      10216 |              7 | 
|      10217 |              0 | 
|      10217 |              1 | 
|      10219 |              0 | 
|      10219 |              1 | 
|      10220 |              0 | 
|      10220 |              1 | 
|      10220 |              2 | 
|      10220 |              3 | 
|      10220 |              4 | 
|      10220 |              5 | 
|      10220 |              6 | 
|      10220 |              7 | 
|      10220 |              8 | 
|      10220 |              9 | 
|      10221 |              0 | 
|      10221 |              1 | 
|      10221 |              2 | 
|      10221 |              3 | 
|      10221 |              4 | 
|      10221 |              5 | 
|      10221 |              6 | 
|      10221 |              7 | 
|      10222 |              0 | 
|      10222 |              1 | 
|      10222 |              2 | 
|      10222 |              3 | 
|      10222 |              4 | 
|      10222 |              5 | 
|      10222 |              6 | 
|      10222 |              7 | 
|      10222 |              8 | 
|      10223 |              0 | 
|      10223 |              1 | 
|      10223 |              2 | 
|      10223 |              3 | 
|      10223 |              4 | 
|      10223 |              5 | 
|      10223 |              6 | 
|      10223 |              7 | 
|      10223 |              8 | 
|      10223 |              9 | 
|      10224 |              0 | 
|      10224 |              1 | 
|      10224 |              2 | 
|      10224 |              3 | 
|      10224 |              4 | 
|      10224 |              5 | 
|      10224 |              6 | 
|      10224 |              7 | 
|      10224 |              8 | 
|      10224 |              9 | 
|      10225 |              0 | 
|      10225 |              1 | 
|      10225 |              2 | 
|      10225 |              3 | 
|      10225 |              4 | 
|      10225 |              5 | 
|      10225 |              6 | 
|      10225 |              7 | 
|      10225 |              8 | 
|      10225 |              9 | 
|      10226 |              0 | 
|      10226 |              1 | 
|      10226 |              2 | 
|      10226 |              3 | 
|      10226 |              4 | 
|      10226 |              5 | 
|      10226 |              6 | 
|      10226 |              7 | 
|      10226 |              8 | 
|      10226 |              9 | 
|      10227 |              0 | 
|      10227 |              1 | 
|      10227 |              2 | 
|      10228 |              0 | 
|      10228 |              1 | 
|      10228 |              2 | 
|      10228 |              3 | 
|      10228 |              4 | 
|      10228 |              5 | 
|      10228 |              6 | 
|      10228 |              7 | 
|      10228 |              8 | 
|      10228 |              9 | 
+------------+----------------+
94 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=62;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10229 |              0 | 
|      10230 |              0 | 
|      10230 |              1 | 
|      10230 |              2 | 
|      10230 |              3 | 
|      10230 |              4 | 
|      10230 |              5 | 
|      10230 |              6 | 
|      10230 |              7 | 
|      10230 |              8 | 
|      10230 |              9 | 
|      10231 |              0 | 
|      10231 |              1 | 
|      10231 |              2 | 
|      10231 |              3 | 
|      10231 |              4 | 
|      10231 |              5 | 
|      10231 |              6 | 
|      10231 |              7 | 
|      10231 |              8 | 
|      10231 |              9 | 
|      10232 |              0 | 
|      10232 |              1 | 
|      10232 |              2 | 
|      10232 |              3 | 
|      10232 |              4 | 
|      10232 |              5 | 
|      10233 |              0 | 
|      10233 |              1 | 
|      10233 |              2 | 
|      10233 |              3 | 
|      10233 |              4 | 
|      10233 |              5 | 
|      10233 |              6 | 
|      10233 |              7 | 
|      10233 |              8 | 
|      10234 |              0 | 
|      10234 |              1 | 
|      10234 |              2 | 
|      10234 |              3 | 
|      10234 |              4 | 
|      10234 |              5 | 
|      10234 |              6 | 
|      10234 |              7 | 
|      10234 |              8 | 
|      10234 |              9 | 
|      10234 |             10 | 
|      10234 |             11 | 
|      10234 |             12 | 
|      10235 |              0 | 
|      10235 |              1 | 
|      10235 |              2 | 
|      10235 |              3 | 
|      10235 |              4 | 
|      10235 |              5 | 
|      10236 |              0 | 
|      10237 |              0 | 
|      10237 |              1 | 
|      10237 |              2 | 
|      10237 |              3 | 
|      10237 |              4 | 
|      10237 |              5 | 
|      10238 |              0 | 
|      10238 |              1 | 
|      10238 |              2 | 
|      10238 |              3 | 
|      10238 |              4 | 
|      10238 |              5 | 
|      10239 |              0 | 
|      10239 |              1 | 
|      10239 |              2 | 
|      10239 |              3 | 
|      10239 |              4 | 
|      10239 |              5 | 
|      10239 |              6 | 
|      10239 |              7 | 
|      10239 |              8 | 
|      10239 |              9 | 
|      10239 |             10 | 
|      10240 |              0 | 
+------------+----------------+
80 rows in set (0.04 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=63;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10241 |              0 | 
|      10241 |              1 | 
|      10241 |              2 | 
|      10241 |              3 | 
|      10241 |              4 | 
|      10241 |              5 | 
|      10241 |              6 | 
|      10241 |              7 | 
|      10241 |              8 | 
|      10241 |              9 | 
|      10241 |             10 | 
|      10242 |              0 | 
|      10242 |              1 | 
|      10242 |              2 | 
|      10243 |              0 | 
|      10243 |              1 | 
|      10243 |              2 | 
|      10243 |              3 | 
|      10243 |              4 | 
|      10243 |              5 | 
|      10244 |              0 | 
|      10244 |              1 | 
|      10244 |              2 | 
|      10245 |              0 | 
|      10245 |              1 | 
|      10245 |              2 | 
|      10245 |              3 | 
|      10245 |              4 | 
|      10245 |              5 | 
|      10245 |              6 | 
|      10245 |              7 | 
|      10245 |              8 | 
|      10245 |              9 | 
|      10245 |             10 | 
|      10245 |             11 | 
|      10245 |             12 | 
|      10245 |             13 | 
|      10246 |              0 | 
|      10246 |              1 | 
|      10247 |              0 | 
|      10247 |              1 | 
|      10247 |              2 | 
|      10247 |              3 | 
|      10248 |              0 | 
|      10248 |              1 | 
|      10248 |              2 | 
|      10248 |              3 | 
|      10248 |              4 | 
|      10248 |              5 | 
|      10248 |              6 | 
|      10248 |              7 | 
|      10248 |              8 | 
|      10248 |              9 | 
|      10249 |              0 | 
|      10249 |              1 | 
|      10249 |              2 | 
|      10249 |              3 | 
|      10249 |              4 | 
|      10249 |              5 | 
|      10249 |              6 | 
|      10249 |              7 | 
|      10249 |              8 | 
|      10249 |              9 | 
|      10250 |              0 | 
|      10250 |              1 | 
|      10251 |              0 | 
|      10251 |              1 | 
|      10251 |              2 | 
|      10252 |              0 | 
|      10252 |              1 | 
|      10252 |              2 | 
|      10252 |              3 | 
|      10252 |              4 | 
|      10252 |              5 | 
|      10252 |              6 | 
|      10252 |              7 | 
|      10252 |              8 | 
|      10252 |              9 | 
|      10252 |             10 | 
|      10252 |             11 | 
|      10252 |             12 | 
|      10252 |             13 | 
|      10252 |             14 | 
|      10252 |             15 | 
|      10252 |             16 | 
|      10252 |             17 | 
+------------+----------------+
86 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=64;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10538 |              0 | 
|      10538 |              1 | 
|      10804 |              0 | 
|      10804 |              1 | 
|      10804 |              2 | 
|      10805 |              0 | 
|      10806 |              0 | 
|      10806 |              1 | 
|      10806 |              2 | 
|      10806 |              3 | 
|      10806 |              4 | 
|      10806 |              5 | 
|      10807 |              0 | 
|      10807 |              1 | 
|      10807 |              2 | 
|      10807 |              3 | 
|      10807 |              4 | 
|      10807 |              5 | 
|      10808 |              0 | 
|      10808 |              1 | 
|      10809 |              0 | 
|      10809 |              1 | 
|      10809 |              2 | 
|      10809 |              3 | 
|      10809 |              4 | 
|      10809 |              5 | 
|      10809 |              6 | 
|      10809 |              7 | 
|      10809 |              8 | 
|      10809 |              9 | 
|      10810 |              0 | 
|      10810 |              1 | 
|      10810 |              2 | 
|      10810 |              3 | 
|      10810 |              4 | 
|      10810 |              5 | 
|      10810 |              6 | 
|      10810 |              7 | 
|      10810 |              8 | 
|      10810 |              9 | 
|      10811 |              0 | 
|      10812 |              0 | 
|      10813 |              0 | 
|      10814 |              0 | 
|      10815 |              0 | 
|      10816 |              0 | 
|      10817 |              0 | 
|      10817 |              1 | 
|      10818 |              0 | 
|      10818 |              1 | 
|      10818 |              2 | 
|      10818 |              3 | 
|      10818 |              4 | 
|      10818 |              5 | 
|      10818 |              6 | 
|      10818 |              7 | 
|      10818 |              8 | 
|      10818 |              9 | 
|      10819 |              0 | 
|      10819 |              1 | 
|      10819 |              2 | 
|      10819 |              3 | 
|      10819 |              4 | 
|      10820 |              0 | 
|      10820 |              1 | 
|      10820 |              2 | 
|      10820 |              3 | 
|      10820 |              4 | 
|      10820 |              5 | 
|      10828 |              0 | 
|      10829 |              0 | 
|      10829 |              1 | 
|      10829 |              2 | 
|      10829 |              3 | 
|      10829 |              4 | 
|      10829 |              5 | 
|      10829 |              6 | 
|      10829 |              7 | 
|      10830 |              0 | 
|      10831 |              0 | 
|      10832 |              0 | 
|      10833 |              0 | 
|      10834 |              0 | 
|      10834 |              1 | 
|      10835 |              0 | 
|      10835 |              1 | 
|      10835 |              2 | 
|      10835 |              3 | 
|      10835 |              4 | 
|      10835 |              5 | 
|      10835 |              6 | 
|      10836 |              0 | 
|      10836 |              1 | 
|      10836 |              2 | 
|      10836 |              3 | 
|      10836 |              4 | 
|      10836 |              5 | 
|      10836 |              6 | 
|      10836 |              7 | 
|      10836 |              8 | 
|      10837 |              0 | 
|      10837 |              1 | 
|      10837 |              2 | 
|      10837 |              3 | 
|      10837 |              4 | 
|      10837 |              5 | 
|      10837 |              6 | 
|      10838 |              0 | 
|      10839 |              0 | 
|      10839 |              1 | 
|      10840 |              0 | 
|      10840 |              1 | 
|      10841 |              0 | 
|      10841 |              1 | 
|      10841 |              2 | 
|      10842 |              0 | 
|      10842 |              1 | 
|      10843 |              0 | 
|      10844 |              0 | 
|      10844 |              1 | 
|      10845 |              0 | 
|      10845 |              1 | 
|      10845 |              2 | 
|      10846 |              0 | 
|      10846 |              1 | 
|      10847 |              0 | 
|      10847 |              1 | 
|      10848 |              0 | 
|      10848 |              1 | 
|      10848 |              2 | 
|      10849 |              0 | 
|      10849 |              1 | 
|      10850 |              0 | 
+------------+----------------+
133 rows in set (0.03 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=65;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10851 |              0 | 
|      10852 |              0 | 
|      10853 |              0 | 
|      10854 |              0 | 
|      10855 |              0 | 
|      10855 |              1 | 
|      10855 |              2 | 
|      10855 |              3 | 
|      10855 |              4 | 
|      10855 |              5 | 
|      10855 |              6 | 
|      10855 |              7 | 
|      10855 |              8 | 
|      10855 |              9 | 
|      10855 |             10 | 
|      10856 |              0 | 
|      10856 |              1 | 
|      10856 |              2 | 
|      10856 |              3 | 
|      10856 |              4 | 
|      10856 |              5 | 
|      10856 |              6 | 
|      10856 |              7 | 
|      10856 |              8 | 
|      10856 |              9 | 
|      10857 |              0 | 
|      10857 |              1 | 
|      10857 |              2 | 
|      10857 |              3 | 
|      10857 |              4 | 
|      10857 |              5 | 
|      10857 |              6 | 
|      10857 |              7 | 
|      10857 |              8 | 
|      10858 |              0 | 
|      10858 |              1 | 
|      10858 |              2 | 
|      10858 |              3 | 
|      10858 |              4 | 
|      10858 |              5 | 
|      10858 |              6 | 
|      10858 |              7 | 
|      10858 |              8 | 
|      10858 |              9 | 
|      10859 |              0 | 
|      10859 |              1 | 
|      10859 |              2 | 
|      10859 |              3 | 
|      10859 |              4 | 
|      10859 |              5 | 
|      10859 |              6 | 
|      10859 |              7 | 
|      10859 |              8 | 
|      10859 |              9 | 
|      10860 |              0 | 
|      10860 |              1 | 
|      10860 |              2 | 
|      10860 |              3 | 
|      10860 |              4 | 
|      10860 |              5 | 
|      10860 |              6 | 
|      10860 |              7 | 
|      10860 |              8 | 
|      10860 |              9 | 
|      10861 |              0 | 
|      10861 |              1 | 
|      10861 |              2 | 
|      10862 |              0 | 
|      10887 |              0 | 
|      10887 |              1 | 
|      10888 |              0 | 
|      10888 |              1 | 
|      10888 |              2 | 
|      10888 |              3 | 
|      10889 |              0 | 
|      10890 |              0 | 
|      10891 |              0 | 
|      10891 |              1 | 
|      10892 |              0 | 
|      10893 |              0 | 
|      10894 |              0 | 
|      10894 |              1 | 
|      10894 |              2 | 
|      10895 |              0 | 
|      10895 |              1 | 
|      10895 |              2 | 
|      10895 |              3 | 
|      10895 |              4 | 
|      10895 |              5 | 
|      10895 |              6 | 
|      10895 |              7 | 
|      10895 |              8 | 
|      10896 |              0 | 
|      10896 |              1 | 
|      10896 |              2 | 
|      10896 |              3 | 
|      10896 |              4 | 
|      10896 |              5 | 
|      10896 |              6 | 
|      10896 |              7 | 
|      10896 |              8 | 
|      10896 |              9 | 
|      10897 |              0 | 
|      10897 |              1 | 
|      10897 |              2 | 
|      10897 |              3 | 
|      10897 |              4 | 
|      10897 |              5 | 
|      10897 |              6 | 
|      10897 |              7 | 
|      10897 |              8 | 
|      10898 |              0 | 
|      10898 |              1 | 
|      10898 |              2 | 
|      10898 |              3 | 
|      10899 |              0 | 
|      10899 |              1 | 
|      10899 |              2 | 
|      10899 |              3 | 
|      10899 |              4 | 
|      10899 |              5 | 
|      10899 |              6 | 
|      10899 |              7 | 
|      10899 |              8 | 
|      10899 |              9 | 
|      10899 |             10 | 
|      10900 |              0 | 
|      10900 |              1 | 
|      10900 |              2 | 
|      10900 |              3 | 
|      10900 |              4 | 
|      10900 |              5 | 
|      10900 |              6 | 
|      10900 |              7 | 
|      10900 |              8 | 
|      10900 |              9 | 
|      10900 |             10 | 
+------------+----------------+
137 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=66;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10901 |              0 | 
|      10901 |              1 | 
|      10901 |              2 | 
|      10901 |              3 | 
|      10901 |              4 | 
|      10901 |              5 | 
|      10901 |              6 | 
|      10901 |              7 | 
|      10901 |              8 | 
|      10901 |              9 | 
|      10902 |              0 | 
|      10902 |              1 | 
|      10903 |              0 | 
|      10903 |              1 | 
|      10903 |              2 | 
|      10903 |              3 | 
|      10903 |              4 | 
|      10903 |              5 | 
|      10903 |              6 | 
|      10903 |              7 | 
|      10903 |              8 | 
|      10903 |              9 | 
|      10904 |              0 | 
|      10904 |              1 | 
|      10904 |              2 | 
|      10904 |              3 | 
|      10904 |              4 | 
|      10904 |              5 | 
|      10905 |              0 | 
|      10905 |              1 | 
|      10905 |              2 | 
|      10905 |              3 | 
|      10905 |              4 | 
|      10905 |              5 | 
|      10905 |              6 | 
|      10905 |              7 | 
|      10905 |              8 | 
|      10905 |              9 | 
|      10906 |              0 | 
|      10906 |              1 | 
|      10906 |              2 | 
|      10906 |              3 | 
|      10906 |              4 | 
|      10906 |              5 | 
|      10906 |              6 | 
|      10906 |              7 | 
|      10906 |              8 | 
|      10906 |              9 | 
|      10907 |              0 | 
|      10907 |              1 | 
|      10907 |              2 | 
|      10907 |              3 | 
|      10907 |              4 | 
|      10907 |              5 | 
|      10907 |              6 | 
|      10907 |              7 | 
|      10907 |              8 | 
|      10907 |              9 | 
|      10908 |              0 | 
|      10908 |              1 | 
|      10908 |              2 | 
|      10908 |              3 | 
|      10908 |              4 | 
|      10908 |              5 | 
|      10908 |              6 | 
|      10908 |              7 | 
|      10908 |              8 | 
|      10908 |              9 | 
|      10909 |              0 | 
|      10909 |              1 | 
|      10909 |              2 | 
|      10909 |              3 | 
|      10909 |              4 | 
|      10909 |              5 | 
|      10909 |              6 | 
|      10909 |              7 | 
|      10909 |              8 | 
|      10909 |              9 | 
+------------+----------------+
78 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=67;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10910 |              0 | 
|      10910 |              1 | 
|      10911 |              0 | 
|      10911 |              1 | 
|      10911 |              2 | 
|      10911 |              3 | 
|      10911 |              4 | 
|      10911 |              5 | 
|      10911 |              6 | 
|      10911 |              7 | 
|      10911 |              8 | 
|      10911 |              9 | 
|      10912 |              0 | 
|      10912 |              1 | 
|      10912 |              2 | 
|      10912 |              3 | 
|      10912 |              4 | 
|      10912 |              5 | 
|      10912 |              6 | 
|      10912 |              7 | 
|      10912 |              8 | 
|      10912 |              9 | 
|      10913 |              0 | 
|      10913 |              1 | 
|      10913 |              2 | 
|      10913 |              3 | 
|      10913 |              4 | 
|      10913 |              5 | 
|      10913 |              6 | 
|      10913 |              7 | 
|      10913 |              8 | 
|      10913 |              9 | 
|      10914 |              0 | 
|      10914 |              1 | 
|      10914 |              2 | 
|      10914 |              3 | 
|      10914 |              4 | 
|      10914 |              5 | 
|      10914 |              6 | 
|      10914 |              7 | 
|      10914 |              8 | 
|      10914 |              9 | 
|      10915 |              0 | 
|      10915 |              1 | 
|      10915 |              2 | 
|      10915 |              3 | 
|      10915 |              4 | 
|      10915 |              5 | 
|      10915 |              6 | 
|      10915 |              7 | 
|      10915 |              8 | 
|      10915 |              9 | 
|      10916 |              0 | 
|      10916 |              1 | 
|      10917 |              0 | 
|      10918 |              0 | 
|      10919 |              0 | 
|      10920 |              0 | 
|      10920 |              1 | 
|      10921 |              0 | 
|      10921 |              1 | 
|      10921 |              2 | 
|      10946 |              0 | 
|      10947 |              0 | 
|      10947 |              1 | 
|      10947 |              2 | 
|      10947 |              3 | 
|      10947 |              4 | 
|      10947 |              5 | 
|      10947 |              6 | 
|      10948 |              0 | 
|      10948 |              1 | 
|      10948 |              2 | 
|      10948 |              3 | 
|      10948 |              4 | 
|      10949 |              0 | 
|      10949 |              1 | 
|      10950 |              0 | 
|      10950 |              1 | 
|      10950 |              2 | 
|      10950 |              3 | 
|      10951 |              0 | 
|      10951 |              1 | 
|      10951 |              2 | 
|      10951 |              3 | 
|      10951 |              4 | 
|      10952 |              0 | 
|      10952 |              1 | 
|      10952 |              2 | 
|      10952 |              3 | 
|      10953 |              0 | 
|      10953 |              1 | 
|      10954 |              0 | 
|      10955 |              0 | 
|      10955 |              1 | 
|      10955 |              2 | 
|      10955 |              3 | 
|      10955 |              4 | 
|      10955 |              5 | 
|      10955 |              6 | 
|      10955 |              7 | 
|      10955 |              8 | 
|      10956 |              0 | 
|      10956 |              1 | 
|      10956 |              2 | 
|      10956 |              3 | 
|      10956 |              4 | 
|      10956 |              5 | 
|      10957 |              0 | 
|      10957 |              1 | 
|      10957 |              2 | 
|      10957 |              3 | 
|      10957 |              4 | 
|      10958 |              0 | 
|      10958 |              1 | 
|      10958 |              2 | 
|      10958 |              3 | 
|      10959 |              0 | 
|      10959 |              1 | 
|      10959 |              2 | 
|      10959 |              3 | 
|      10959 |              4 | 
|      10959 |              5 | 
|      10959 |              6 | 
|      10959 |              7 | 
|      10960 |              0 | 
|      10960 |              1 | 
|      10960 |              2 | 
|      10961 |              0 | 
|      10961 |              1 | 
|      10961 |              2 | 
|      10961 |              3 | 
|      10961 |              4 | 
|      10961 |              5 | 
|      10961 |              6 | 
|      10961 |              7 | 
|      10961 |              8 | 
|      10961 |              9 | 
|      10962 |              0 | 
|      10962 |              1 | 
|      10962 |              2 | 
|      10962 |              3 | 
|      10962 |              4 | 
|      10962 |              5 | 
|      10962 |              6 | 
|      10962 |              7 | 
|      10962 |              8 | 
|      10962 |              9 | 
|      10963 |              0 | 
|      10963 |              1 | 
|      10963 |              2 | 
|      10963 |              3 | 
|      10963 |              4 | 
|      10963 |              5 | 
|      10963 |              6 | 
|      10963 |              7 | 
|      10963 |              8 | 
|      10963 |              9 | 
|      10964 |              0 | 
|      10964 |              1 | 
|      10964 |              2 | 
|      10964 |              3 | 
|      10964 |              4 | 
|      10964 |              5 | 
|      10964 |              6 | 
|      10964 |              7 | 
|      10964 |              8 | 
|      10965 |              0 | 
|      10965 |              1 | 
|      10965 |              2 | 
|      10965 |              3 | 
|      10965 |              4 | 
|      10965 |              5 | 
|      10965 |              6 | 
|      10965 |              7 | 
|      10965 |              8 | 
|      10965 |              9 | 
|      10965 |             10 | 
|      10966 |              0 | 
|      10966 |              1 | 
|      10966 |              2 | 
|      10966 |              3 | 
|      10966 |              4 | 
|      10966 |              5 | 
|      10966 |              6 | 
|      10966 |              7 | 
|      10966 |              8 | 
|      10966 |              9 | 
|      10967 |              0 | 
|      10967 |              1 | 
|      10967 |              2 | 
|      10967 |              3 | 
|      10967 |              4 | 
|      10967 |              5 | 
|      10967 |              6 | 
|      10967 |              7 | 
|      10967 |              8 | 
|      10967 |              9 | 
|      10968 |              0 | 
|      10968 |              1 | 
|      10968 |              2 | 
|      10968 |              3 | 
|      10968 |              4 | 
|      10968 |              5 | 
|      10968 |              6 | 
|      10968 |              7 | 
|      10968 |              8 | 
|      10969 |              0 | 
+------------+----------------+
208 rows in set (0.02 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=68;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      10970 |              0 | 
|      10970 |              1 | 
|      10970 |              2 | 
|      10970 |              3 | 
|      10970 |              4 | 
